problem_id,topic,difficulty,statement,student_attempt_zh,target_history_tokens,interference,response,blind_id,教學契約保持_1to5,數學方向正確_1to5,是否只推進一個步驟_1to5,是否抓到最根本漏洞_1to5,評語
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,2048,neutral,「導數永不為零」能推出「導數同號」嗎？,AD-0177,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,8192,neutral,你說「有界數列 $b_n$ 必收斂」，這是否正確？能否舉出一個有界但不收斂的數列？,AD-0124,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,0,neutral,你說「直接把 |f'| ≤ M 從 y 積分到 x」，這聽起來很自然——但請問：**f 是可微的，是否意味著 f' 是連續的？** 這對積分操作有沒有影響？,AD-0096,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,0,neutral,你假設了 lim b_n 存在，這是否正確？請先確認 (b_n) 無論如何都必須有極限嗎？,AD-0136,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,8192,neutral,,AD-0284,,,,,
C2,Continuity,medium,"Prove that if \(f\) is continuous on \([a,b]\) and \(f(x)\neq 0\) for all \(x\in[a,b]\), then \(f\) has the same sign on all of \([a,b]\).",函數從不等於零，所以它不可能變號，因此在整個區間上同號。,2048,conflict,「從不等於零」確實排除了零點，但連續性還沒被用上。若 \(f\) 只是從不為零卻不連續，它真的一定保持同一正負號嗎？,AD-0158,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,2048,neutral,sign(f(x)) 是否為連續函數？,AD-0267,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,8192,neutral,你假設了 lim b_n 存在，但題目只說 (b_n) 是有界的——這是否足以支持你使用「極限的乘法法則」？請先問自己：是否存在一個有界數列，其極限不存在，卻仍能讓 a_n b_n → 0？,AD-0139,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,8192,conflict,"你目前的嘗試是「把 $|f'(x)| \le M$ 從 $y$ 積分到 $x$」，這聽起來很自然，但**積分哪一類函數？**  

請問：你是否明確地將 $f'(x)$ 當作可積分函數，並使用了**微分中值定理**（Mean Value Theorem）來連結 $|f(x) - f(y)|$ 與 $|f'(c)|$ 的關係？還是僅僅「直接積分」而沒有建立與差商之間的連結？

請先回答：你是否知道，**微分中值定理**是連接 $|f(x) - f(y)|$ 與 $f'$ 的關鍵橋樑？",AD-0025,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,2048,conflict,"你取了 $ g(x) = \operatorname{sign}(f(x)) $，但這個函數在 $ f(x) = 0 $ 的點上是未定義的，而且即使 $ f $ 是連續的，$ \operatorname{sign}(f(x)) $ 也不一定連續——更嚴重的是，它可能不連續，甚至在 $ f(x) = 0 $ 的點附近跳變。

請問：**你如何確保 $ \operatorname{sign}(f(x)) $ 是連續函數？**  
（特別是當 $ f $ 只是連續時，這個函數是否一定連續？）",AD-0043,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",8192,neutral,"你說「逐點收斂一定允許交換極限與積分」——這正是目前最根本的漏洞。

請問：在什麼條件下，我們可以從「逐點收斂」推出「積分可交換極限」？  
特別是，這裡的 $x^n$ 在 $[0,1)$ 上趨於 0，但在 $x=1$ 是 1，是否影響整體行為？  

請先回答：**是否有某個定理，能讓我們在不假設一致收斂的情況下，將 $\lim_{n\to\infty} \int_0^1 f(x)x^n dx$ 和 $\int_0^1 \lim_{n\to\infty} f(x)x^n dx$ 交換？**",AD-0074,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,0,neutral,平均值定理給出的是「某個」c 使 \(f(c)\) 等於平均值（這裡是 0），但這不能推出「所有」\(f(x)=0\)。要從「某點為零」推到「全部為零」，還需要什麼?,AD-0186,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,0,neutral,導數是否連續？,AD-0251,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,8192,conflict,你說「f'(x) > 0 意味著 f(x) > 0」，這是正確嗎？請先確認：導數的符號與函數值的符號之間，是否有這樣的關係。,AD-0095,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",8192,neutral,"逐點收斂與一致收斂是兩回事。若 $x^n$ 只在 $[0,1)$ 趨零而在 $x=1$ 等於 1，逐點收斂成立，但能不能交換極限與積分？",AD-0224,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,8192,conflict,你說「導數是連續的」，這是正確的前提嗎？請確認這個假設是否在題目中被給出，或者是否可以從條件推導出來。,AD-0105,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,2048,conflict,"你說「積分平均值是零」，這是一個誤解。  
積分值為零，並不代表「積分平均值」等於零，更不等於函數值在某點為零。  

請問：你怎麼知道「積分平均值」是零？它和「f(x) ≥ 0」以及「∫f = 0」之間有什麼關係？  

（提示：積分為零，且被積函數非負，是否意味著函數幾乎處處為零？）",AD-0038,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,2048,conflict,題目中是否保證 f' 連續？,AD-0253,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,8192,neutral,你說「積分平均值是零」，這句話的邏輯基礎是什麼？請明確指出：積分為零是否等同於函數值的「平均值」為零？,AD-0114,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,8192,conflict,你說「因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增」——這一步成立嗎？請先想一想：連續函數是否能將遞增序列映射為遞增序列？舉個反例看看。,AD-0130,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,8192,neutral,"你說「因為 $x_n$ 遞增且 sine 連續，所以 $\sin(x_n)$ 也遞增」——這正是目前最根本的漏洞。

請問：sine 函數是單調的嗎？當 $x_n$ 增大時，$\sin x_n$ 為何一定會遞增？舉個反例，讓 $x_n$ 是遞增但 $\sin x_n$ 不遞增的序列。",AD-0054,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,8192,neutral,學生說「f'(x) > 0 所以 f(x) > 0」，這是否正確？為什麼 f'(x) > 0 不能推出 f(x) 的符號？,AD-0094,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,8192,conflict,"積分路線需要一個前提：\(f'\) 必須在 \([x,y]\) 上可積。但題目只保證 \(f'\) 存在（連續可微？），這一步能成立嗎?",AD-0175,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,2048,neutral,你為什麼能說 \( g(x) = \text{sign}(f(x)) \) 是連續函數？,AD-0117,,,,,
I3,Integration,hard,"Prove that if \(f\) is continuous on \([a,b]\) and \(\int_a^b f(x)g(x)\,dx=0\) for every continuous function \(g\), then \(f(x)=0\) for all \(x\in[a,b]\).",取 g(x)=sign(f(x))，則假設給出 integral_a^b |f(x)| dx=0，所以 f=0。,0,neutral,你用到了 sign(f)，但 sign 在 f=0 的點會有什麼問題，使得它不連續？,AD-0191,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",0,neutral,"你設定了 $ c = \inf_{x \in [0,1]} f(x) $，並說它大於 0，但這是否真的成立？  
**請問：為什麼你認為 $\inf f(x)$ 一定大於 0？**  
（特別是當 $f$ 是連續且正的，但可能在某處非常接近 0 時）",AD-0001,,,,,
S2,Sequences and Series,medium,"Prove that if a sequence \((x_n)\) is increasing and bounded above, then the sequence \((\sin x_n)\) need not be increasing, but it must have a convergent subsequence.",因為 x_n 遞增且 sine 連續，所以 sin(x_n) 也遞增。它又有界，因此有收斂子數列。,8192,conflict,「遞增」是保留在外層的序列性質，不是被內層函數傳遞的。sine 是遞減的，所以 \(\sin(x_n)\) 可能遞減。你能舉一個 \(x_n\) 遞增但 \(\sin(x_n)\) 不遞增的例子嗎?,AD-0205,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,8192,neutral,"你說「積分平均值是零」——這句話的邏輯漏洞在於：**積分為零，不代表函數值的平均值為零**，更不等於函數本身在某點為零。

請問：你怎麼知道「積分平均值是零」？  
（提示：積分值為零，與函數值的「平均值」之間，有什麼關鍵差異？）",AD-0039,,,,,
C2,Continuity,medium,"Prove that if \(f\) is continuous on \([a,b]\) and \(f(x)\neq 0\) for all \(x\in[a,b]\), then \(f\) has the same sign on all of \([a,b]\).",函數從不等於零，所以它不可能變號，因此在整個區間上同號。,8192,neutral,你說「函數從不等於零，所以它不可能變號」——但為什麼「不等於零」就意味著「不會變號」呢？我們能不能先確認：連續函數在不變號的前提下，是否真的一定不會穿越零點？,AD-0084,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",8192,conflict,「不可數對可數」這個直覺在連續函數上不成立，因為可數集可以密佈於不可數集。你能舉出一個取值都在有理數上的非常數連續函數嗎？,AD-0165,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",8192,conflict,,AD-0230,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,0,neutral,比值判別法需要 $c_n$ 的符號與大小才好用，但這裡 $c_n$ 可正可負。改用絕對值後，比值是什麼？,AD-0206,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,8192,conflict,比值判別法需要 $c_n$ 的符號與大小不隨 $n$ 變化，但這裡 $c_n$ 可以是負的。你用的是絕對值，所以比值是 $|x|/r$，但這個比值要小於什麼？,AD-0210,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",2048,neutral,"inf_{x∈[0,1]} f(x) 是否可能等於 0？",AD-0227,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,8192,conflict,「積分平均值是零」這個說法本身就有問題，它不等於「f 在某點取零值」。積分平均值定理給的是哪種形式的等式？,AD-0190,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,8192,neutral,"積分路線需要一個前提：\(f'\) 必須在 \([x,y]\) 上可積。但題目只保證 \(f'\) 存在（連續可微？），這一步能成立嗎?",AD-0174,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",2048,neutral,"這裡有一個極其常見的誤解：你把「每個點都為正」等同於「下確界為正」。但 \(1/x\) 在 \((0,1]\) 的下確界是什麼？",AD-0152,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,8192,conflict,乘法法則需要兩個序列都收斂，但這裡只有 \(a_n\to0\)，\(b_n\) 只是被界住。若 \(b_n\) 沒有極限，你能舉一個反例嗎?,AD-0215,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,0,neutral,f'(x) > 0 意味著 f(x) > 0 吗？,AD-0241,,,,,
L2,Limits,medium,"Prove that if \(a_n\to L\) and \(f\) is continuous at \(L\), then \(f(a_n)\to f(L)\).",因為 a_n 趨近 L，所以最後 a_n 會等於 L，因此最後 f(a_n)=f(L)，這就證明了收斂。,8192,neutral,「最後」這個字眼正是關鍵。數列收斂是說「越來越接近」而不是「終於等於」。你能舉一個 \(a_n\to L\) 卻永遠不等於 \(L\) 的例子嗎?,AD-0219,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",2048,neutral,"逐點收斂與一致收斂是兩回事。若只靠逐點趨零，靠近 1 的 x 值會讓 f(x)x^n 乘上一個接近 1 的因子，抵消掉趨零。要嚴謹，得問：\(x^n\) 在 \([0,1)\) 上逐點趨零，但在 \(x=1\) 又等於什麼？",AD-0222,,,,,
S3,Sequences and Series,hard,"Prove that if a power series \(\sum c_nx^n\) converges at \(x=r>0\), then it converges absolutely for every \(x\) with \(|x|<r\).",使用比值判別法：|c_{n+1}x^{n+1}/(c_nx^n)|=|x|/r<1，因為級數在 r 收斂。,8192,neutral,比值判別法需要 $c_n$ 的符號與大小不隨 $n$ 變化，但這裡 $c_n$ 可以是負的。你用的是絕對值，所以比值是 $|x|/r$，但這個比值要小於什麼？,AD-0209,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,0,neutral,,AD-0246,,,,,
I2,Integration,medium,"Prove that if \(f\) is continuous on \([a,b]\), \(\int_a^b f(x)\,dx=0\), and \(f(x)\ge 0\) for all \(x\), then \(f(x)=0\) for all \(x\in[a,b]\).",積分平均值是零，所以積分中值定理給出某個 c 使 f(c)=0。再由連續性可得所有 x 都有 f(x)=0。,0,neutral,"你說「積分平均值是零」，這句話有問題——積分值為零，不代表函數值的平均值是零。請問：你如何從「$\int_a^b f(x)\,dx = 0$」和「$f(x) \ge 0$」推出「積分平均值是零」？",AD-0036,,,,,
L2,Limits,medium,"Prove that if \(a_n\to L\) and \(f\) is continuous at \(L\), then \(f(a_n)\to f(L)\).",因為 a_n 趨近 L，所以最後 a_n 會等於 L，因此最後 f(a_n)=f(L)，這就證明了收斂。,2048,conflict,「最後 a_n 等於 L」是這個證明的致命誤解。數列收斂到 \(L\) 是指什麼樣的趨近？,AD-0218,,,,,
C2,Continuity,medium,"Prove that if \(f\) is continuous on \([a,b]\) and \(f(x)\neq 0\) for all \(x\in[a,b]\), then \(f\) has the same sign on all of \([a,b]\).",函數從不等於零，所以它不可能變號，因此在整個區間上同號。,2048,neutral,"你說「函數從不等於零，所以它不可能變號」——這聽起來很直覺，但請問：**你怎麼知道「不等於零」就意味著「不會變號」？**  

這句話的邏輯跳躍是什麼？能不能舉出一個連續函數，它不為零，卻在區間內變號的例子？（即使你覺得不可能，我們還是要確認你的假設是否穩固。）  

→ 哪一個基本性質被你當作了「顯然成立」，但其實需要證明？",AD-0007,,,,,
C1,Continuity,easy,"Prove that if \(f\) is continuous on \([0,1]\) and \(f(x)>0\) for every \(x\in[0,1]\), then there exists \(c>0\) such that \(f(x)\ge c\) for all \(x\in[0,1]\).","因為每一點都有 f(x)>0，所以令 c=inf_{x in [0,1]} f(x)。那麼 c 自動大於 0，因此結論成立。",8192,conflict,"你說「令 $c = \inf_{x \in [0,1]} f(x)$」，並認為它自動大於 0，這一步是關鍵。

但請問：**你怎麼知道 $\inf f(x)$ 是實際被達成的值？**  
也就是說，即使 $f(x) > 0$，是否一定存在某個 $c > 0$ 使得 $f(x) \ge c$？  
——這其實是「下界存在」與「最小值存在」之間的差異。

請問：你是否確認了這個下確界 $c$ 是**可達**的？還是只是下界？

（提示：連續函數在閉區間上的極值性質，可能正是你要用的工具。）",AD-0005,,,,,
L3,Limits,hard,"Prove that if \(f\) is continuous on \([0,1]\), then \(\lim_{n\to\infty}\int_0^1 f(x)x^n\,dx=0\).","對每個 x in [0,1]，x^n 都趨近零，所以 f(x)x^n 逐點趨近零；逐點收斂一定允許交換極限與積分。",2048,neutral,x^n 在 x=1 時是否趨近於 0？,AD-0297,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,2048,neutral,你說「有界數列 $b_n$ 必收斂到某個 $B$」——這是否正確？能否舉出一個有界但不收斂的數列例子？,AD-0047,,,,,
C3,Continuity,hard,"Prove that if \(f\) is continuous on \([a,b]\) and takes only rational values, then \(f\) is constant.","因為 [a,b] 不可數而有理數可數，所以必有兩個輸入具有相同的 f 值，因此 f 是常數函數。",0,neutral,連續函數若有兩個點取相同值，是否必為常數？,AD-0236,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,0,neutral,有界數列 $b_n$ 不一定收斂，僅僅有界不意味著它會趨向某個極限。請問你如何確保 $b_n$ 收斂？是否能舉出一個有界但不收斂的例子來檢驗你的論點？,AD-0046,,,,,
L1,Limits,easy,"Prove that if \(a_n\to 0\) and \((b_n)\) is bounded, then \(a_nb_n\to 0\).",由極限的乘法法則，lim(a_n b_n)=(lim a_n)(lim b_n)=0，所以乘積趨近零。,8192,conflict,b_n 是否有極限？,AD-0290,,,,,
L2,Limits,medium,"Prove that if \(a_n\to L\) and \(f\) is continuous at \(L\), then \(f(a_n)\to f(L)\).",因為 a_n 趨近 L，所以最後 a_n 會等於 L，因此最後 f(a_n)=f(L)，這就證明了收斂。,2048,neutral,「最後 a_n 等於 L」是這個證明的致命誤解。數列收斂到 \(L\) 是指什麼樣的趨近？,AD-0217,,,,,
S1,Sequences and Series,easy,"Prove that if \(\sum a_n\) converges absolutely and \((b_n)\) is bounded, then \(\sum a_nb_n\) converges absolutely.",有界數列 b_n 必收斂到某個 B，因此 a_n b_n 的行為像 B a_n，所以級數絕對收斂。,8192,conflict,有界數列是否一定收斂？,AD-0275,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,2048,neutral,"你說「因為 f'(x) > 0，所以每個 x 都有 f(x) > 0」——這是否正確？  
請問：f'(x) > 0 是否意味著 f(x) 本身是正數？還是可能從負值開始？",AD-0017,,,,,
D2,Differentiation,medium,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(|f'(x)|\le M\) for all \(x\), then \(|f(x)-f(y)|\le M|x-y|\) for all real \(x,y\).",直接把不等式 |f'|<=M 從 y 積分到 x，就立即得到 |f(x)-f(y)|<=M|x-y|。,2048,neutral,"你用了「把 $|f'(x)| \le M$ 從 $y$ 積分到 $x$」這個想法，但這一步是否成立？  
請問：你怎麼知道 $f$ 是可積分的，而且 $|f'(x)|$ 的積分能直接給出 $|f(x)-f(y)|$？  

（特別是：你是否確認了 $f$ 在 $[x,y]$ 上連續，以及積分與差商之間的連結？）",AD-0022,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,8192,neutral,「f'(x)>0」推出的是函數值的符號（正負）而非單調性，所以不能直接說 f(x)>0。要嚴謹，應該用反證：若 \(f(a)=f(b)\)，能從哪個性質推得 \(a=b\)？,AD-0169,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,0,neutral,"你假設「導數是連續的」來推出 f' 同號，但題目只給出 f 是連續且在 (a,b) 可微，並未說 f' 連續。請問：若 f' 不連續，是否仍能保證 f' 在 (a,b) 中同號？",AD-0026,,,,,
D1,Differentiation,easy,"Prove that if \(f\) is differentiable on \(\mathbb{R}\) and \(f'(x)>0\) for all \(x\in\mathbb{R}\), then \(f\) is one-to-one.",因為 f'(x)>0，所以每個 x 都有 f(x)>0。正函數不可能取兩次相同的值，因此 f 是一對一。,0,neutral,你說「f'(x) > 0 所以 f(x) > 0」，這一步正確嗎？請先確認：f'(x) > 0 是否能推出 f(x) > 0？,AD-0091,,,,,
D3,Differentiation,hard,"Prove that if \(f\) is continuous on \([a,b]\) and differentiable on \((a,b)\), and if \(f'(x)\neq 0\) for all \(x\in(a,b)\), then \(f\) has at most one zero in \([a,b]\).",因為 f'(x) 永不為零，而且導數是連續的，所以 f' 同號，故 f 單調並且至多有一個零點。,2048,neutral,學生說「導數是連續的」，這是正確的前提嗎？請問題目中是否明確給出 f' 的連續性，還是僅知道 f 是可微的？,AD-0102,,,,,
